Category	Icon	Colour	Name	Source type	Source name	Overview pin	Zones	Requirements	Requires flying?	Added in	Projected popularity	Comments	Pins	Areas	See also
				Gathered	Frozen Herb: Zul'Drak	72.58, 39.69	Zul'Drak	~	FALSE	Phase 1	2	Contains a random node's yield among Goldclover, Tiger Lily, and Talandra's Rose. Only found in the higher, snow-covered tiers of Zul'Drak.		49.5 34.1; 54.6 33.0; 57.5 35.8; 58.3 39.0; 61.6 44.3; 64.9 49.5; 57.6 60.9; 67.0 76.7; 65.6 78.5; 51.8 60.8; 56.3 42.9; 56.2 36.3; 49.6 36.3|69.6 56.2; 74.9 56.1; 78.2 60.9; 78.1 67.8; 77.2 71.6; 74.5 72.5; 70.7 70.0; 70.1 61.3|65.5 33.4; 71.9 33.9; 71.9 19.3; 81.3 12.5; 83.7 12.9; 86.2 29.2; 79.9 34.8; 78.5 43.5; 70.7 44.5; 67.0 42.6; 64.8 36.6	
				Gathered	Frozen Herb: Dragonblight	43.26, 61.01	Dragonblight	~	FALSE	Phase 1	2	Contains a random node's yield among Goldclover, Tiger Lily, and Talandra's Rose. Grows near other vegetation, so not found in the middle third of the zone.		76.0 32.2; 86.5 20.2; 89.8 31.5; 91.8 50.1; 82.8 39.6|75.8 67.7; 76.5 75.4; 74.6 73.8; 74.1 69.1|80.5 64.8; 84.3 59.5; 92.1 57.8; 91.6 64.1; 86.2 61.5; 81.7 65.1|89.5 72.1; 90.5 74.7; 90.2 76.1; 89.7 74.3|56.2 71.3; 43.8 74.7; 36.5 74.9; 36.5 74.9; 33.1 58.9; 39.9 53.9; 48.8 61.1|14.3 58.5; 15.6 46.3; 19.8 46.8; 20.5 50.9; 25.0 52.9; 28.9 48.3; 37.6 41.5; 30.8 49.6; 28.4 53.8; 27.5 61.5; 23.6 61.7|42.7 47.3; 43.7 47.1; 44.1 48.6; 43.3 48.5|42.3 35.1; 44.9 35.2; 44.1 36.4; 42.6 36.7|49.2 20.5; 45.2 10.5; 46.7 10.5; 50.6 20.3	
				Gathered	Frozen Herb: Lake Wintergrasp	36.19, 48.97	Lake Wintergrasp	~	FALSE	Phase 1	2	Contains a random node's yield among Goldclover, Tiger Lily, and Talandra's Rose. Since it's not usually why people come to Wintergrasp, should be easy to find.		61.6 17.6; 67.0 18.2; 69.0 28.3; 80.6 40.4; 81.3 46.5; 73.7 68.5; 61.7 69.9; 59.4 78.2; 25.0 71.6; 10.5 54.6; 20.8 43.9; 26.8 25.9; 33.7 17.0; 38.3 19.9; 45.7 32.6; 55.5 31.4	
				Gathered	Frozen Herb: The Nexus	14.49, 58.46	The Nexus	Herbalism, Group	FALSE	Phase 1	0	It is plausible to pick two nodes in the garden area to the right of the entrance.	51.6 52.2; 54.6 60.5; 59.0 55.7; 65.8 50.4; 65.8 50.4; 55.7 65.6		
				Gathered	Any gatherable mob	~	Any	Herbalism	FALSE	Phase 1	1	Very insignificant drop chance for anything in particular.			Elemental, Crystallized Life
Inscription	Inscription	#0000DC													
			Alabaster Pigment												
				Milled	Earthroot, Peacebloom, Silverleaf	~	Inscription	Inscription	FALSE	Phase 1	0	Common pigment. Peacebloom and Silverleaf are low level, Earthroot is high level. Low level herbs yield an average of 2.5 pigments per mill, high level herbs yield an average of 3.			Inscription, Moonglow Ink; Inscription, Ivory Ink
			Azure Pigment												
				Milled	Any Wrath herb	~	Inscription	Inscription	FALSE	Phase 1	0	Common pigment. Deadnettle, Firethorn, Goldclover, Talandra's Rose, and Tiger Lily are low level, Adder's Tongue, Icethorn, and Lichbloom are high level.			Inscription; Ink of the Sea
			Burnt Pigment												
				Milled	Grave Moss, Kingsblood, Liferoot, Wild Steelbloom	~	Inscription	Inscription	FALSE	Phase 1	0	Rare pigment. Kingsblood and Liferoot are low level, Grave Moss and Wild Steelbloom are high level. Low level herbs yield an average of 0.5 pigments per mill, high level herbs yield an average of 1.			Inscription, Dawnstar Ink
			Celestial Ink												
				Crafted	Celestial Ink	~	Inscription	Inscription	FALSE	Phase 1	0	Made from 2 Violet Pigment			Inscription, Violet Pigment
				Sold	Jessica Sellers	49.59, 42.85	Dalaran	~	FALSE	Phase 1	0	Sells for one Ink of the Sea each.	41.6, 36.2		Inscription, Ink of the Sea
			Darkflame Ink												
				Crafted	Darkflame Ink	~	Inscription	Inscription	FALSE	Phase 1	0	Made from 1 Ebon Pigment			Inscription, Ebon Pigment
			Dawnstar Ink												
				Crafted	Dawnstar Ink	~	Inscription	Inscription	FALSE	Phase 1	0	Made from 1 Burnt Pigment			Inscription, Burnt Pigment
			Dusky Pigment												
				Milled	Briarthorn, Bruiseweed, Mageroyal, Stranglekelp, Swiftthistle	~	Inscription	Inscription	FALSE	Phase 1	0	Common pigment. Briarthorn, Mageroyal, and Swiftthistle are low level, Bruiseweed and Stranglekelp are high level. Low level herbs yield an average of 2.5 pigments per mill, high level herbs yield an average of 3.			Inscription, Midnight Ink
			Ebon Pigment												
				Milled	Any TBC herb	~	Inscription	Inscription	FALSE	Phase 1	0	Rare pigment. Dreaming Glory, Felweed, Ragveil, and Terocone are low level, Ancient Lichen, Mana Thistle, Netherbloom, and Nightmare Vine are high level. Low level herbs yield an average of 0.5 pigments per mill, high level herbs yield an average of 1.			Inscription, Darkflame Ink
			Emerald Pigment												
				Milled	Fadeleaf, Goldthorn, Khadgar's Whisker, Wintersbite	~	Inscription	Inscription	FALSE	Phase 1	0	Common pigment. Khadgar's Whisker and Fadeleaf are low level, Goldthorn and Wintersbite are high level. Low level herbs yield an average of 2.5 pigments per mill, high level herbs yield an average of 3.			Inscription, Jadefire Ink
			Ethereal Ink												
				Crafted	Ethereal Ink	~	Inscription	Inscription	FALSE	Phase 1	0	Made from 2 Nether Pigment			Inscription, Nether Pigment
				Sold	Jessica Sellers	49.59, 42.85	Dalaran	~	FALSE	Phase 1	0	Sells for one Ink of the Sea each.	41.6, 36.2		Inscription, Ink of the Sea
			Fiery Ink												
				Crafted	Fiery Ink	~	Inscription	Inscription	FALSE	Phase 1	0	Made from 1 Ruby Pigment			Inscription, Ruby Pigment
			Golden Pigment												
				Milled	Grave Moss, Kingsblood, Liferoot, Wild Steelbloom	~	Inscription	Inscription	FALSE	Phase 1	0	Common pigment. Kingsblood and Liferoot are low level, Grave Moss and Wild Steelbloom are high level. Low level herbs yield an average of 2.5 pigments per mill, high level herbs yield an average of 3.			Inscription, Lion's Ink
			Hunter's Ink												
				Crafted	Hunter's Ink	~	Inscription	Inscription	FALSE	Phase 1	0	Made from 1 Verdant Pigment			Inscription, Verdant Pigment
			Icy Pigment												
				Milled	Any Wrath herb	~	Inscription	Inscription	FALSE	Phase 1	0	Rare pigment. Deadnettle, Fire Leaf, Goldclover, Talandra's Rose, and Tiger Lily are low level, Adder's Tongue, Icethorn, and Lichbloom are high level. Low level herbs yield an average of 0.5 pigments per mill, high level herbs yield an average of 1.			Inscription, Snowfall Ink
			Indigo Pigment												
				Milled	Fadeleaf, Goldthorn, Khadgar's Whisker, Wintersbite	~	Inscription	Inscription	FALSE	Phase 1	0	Rare pigment. Goldthorn and Fadeleaf are low level, Khadgar's Whisker and Wintersbite are high level. Low level herbs yield an average of 0.5 pigments per mill, high level herbs yield an average of 1.			Inscription, Royal Ink
			Ink of the Sea												
				Crafted	Ink of the Sea	~	Inscription	Inscription	FALSE	Phase 1	0	Made from 2 Azure Pigment			Inscription, Azure Pigment
			Ink of the Sky												
				Crafted	Ink of the Sky	~	Inscription	Inscription	FALSE	Phase 1	0	Made from 1 Sapphire Pigment			Inscription, Sapphire Pigment
			Ivory Ink												
				Crafted	Ivory Ink	~	Inscription	Inscription	FALSE	Phase 1	0	Made from 2 Alabaster Pigment			Inscription, Alabaster Pigment
				Sold	Jessica Sellers	49.59, 42.85	Dalaran	~	FALSE	Phase 1	0	Sells for one Ink of the Sea each.	41.6, 36.2		Inscription, Ink of the Sea
			Jadefire Ink												
				Crafted	Jadefire Ink	~	Inscription	Inscription	FALSE	Phase 1	0	Made from 2 Emerald Pigment			Inscription, Emerald Pigment
				Sold	Jessica Sellers	49.59, 42.85	Dalaran	~	FALSE	Phase 1	0	Sells for one Ink of the Sea each.	41.6, 36.2		Inscription, Ink of the Sea
			Lion's Ink												
				Crafted	Lion's Ink	~	Inscription	Inscription	FALSE	Phase 1	0	Made from 2 Golden Pigment			Inscription, Golden Pigment
				Sold	Jessica Sellers	49.59, 42.85	Dalaran	~	FALSE	Phase 1	0	Sells for one Ink of the Sea each.	41.6, 36.2		Inscription, Ink of the Sea
			Midnight Ink												
				Crafted	Midnight Ink	~	Inscription	Inscription	FALSE	Phase 1	0	Made from 2 Dusky Pigment			Inscription, Dusky Pigment
				Sold	Jessica Sellers	49.59, 42.85	Dalaran	~	FALSE	Phase 1	0	Sells for one Ink of the Sea each.	41.6, 36.2		Inscription, Ink of the Sea
			Moonglow Ink												
				Crafted	Moonglow Ink	~	Inscription	Inscription	FALSE	Phase 1	0	Made from 2 Alabaster Pigment			Inscription, Alabaster Pigment
				Sold	Jessica Sellers	49.59, 42.85	Dalaran	~	FALSE	Phase 1	0	Sells for one Ink of the Sea each.	41.6, 36.2		Inscription, Ink of the Sea
			Nether Pigment												
				Milled	Any TBC herb	~	Inscription	Inscription	FALSE	Phase 1	0	Common pigment. Dreaming Glory, Felweed, Ragveil, and Terocone are low level, Ancient Lichen, Mana Thistle, Netherbloom, and Nightmare Vine are high level. Low level herbs yield an average of 2.5 pigments per mill, high level herbs yield an average of 3.			Inscription, Ethereal Ink
			Royal Ink												
				Crafted	Royal Ink	~	Inscription	Inscription	FALSE	Phase 1	0	Made from 1 Indigo Pigment			Inscription, Indigo Pigment
			Ruby Pigment												
				Milled	Arthas' Tears, Blindweed, Firebloom, Ghost Mushroom, Gromsblood, Purple Lotus, Sungrass	~	Inscription	Inscription	FALSE	Phase 1	0	Rare pigment. Arthas' Tears, Firebloom, Purple Lotus, and Sungrass are low level, Blindweed, Ghost Mushroom, and Gromsblood are high level. Low level herbs yield an average of 0.5 pigments per mill, high level herbs yield an average of 1.			Inscription, Fiery Ink
			Sapphire Pigment												
				Milled	Dreamfoil, Golden Sansam, Icecap, Mountain Silversage, Plaguebloom	~	Inscription	Inscription	FALSE	Phase 1	0	Rare pigment. Dreamfoil and Golden Sansam are low level, Icecap, Mountain Silversage, and Plaguebloom are high level. Low level herbs yield an average of 0.5 pigments per mill, high level herbs yield an average of 1.			Inscription, Ink of the Sky
			Shimmering Ink												
				Crafted	Shimmering Ink	~	Inscription	Inscription	FALSE	Phase 1	0	Made from 2 Silvery Pigment			Inscription, Silvery Pigment
				Sold	Jessica Sellers	49.59, 42.85	Dalaran	~	FALSE	Phase 1	0	Sells for one Ink of the Sea each.	41.6, 36.2		Inscription, Ink of the Sea
			Silvery Pigment												
				Milled	Dreamfoil, Golden Sansam, Icecap, Mountain Silversage, Plaguebloom	~	Inscription	Inscription	FALSE	Phase 1	0	Common pigment. Dreamfoil and Golden Sansam are low level, Icecap, Mountain Silversage, and Plaguebloom are high level. Low level herbs yield an average of 2.5 pigments per mill, high level herbs yield an average of 3.			Inscription, Shimmering Ink
			Snowfall Ink												
				Crafted	Snowfall Ink	~	Inscription	Inscription	FALSE	Phase 1	0	Made from 2 Icy Pigment. No, that's not a typo, it takes 2 for this one because welcome to Classic.			Inscription, Icy Pigment
				Sold	Jessica Sellers	49.59, 42.85	Dalaran	~	FALSE	Phase 1	0	Sells Snowfall Ink at 10 Ink of the Sea each.	41.6, 36.2		Inscription, Ink of the Sea
			Verdant Pigment												
				Milled	Briarthorn, Bruiseweed, Mageroyal, Stranglekelp, Swiftthistle	~	Inscription	Inscription	FALSE	Phase 1	0	Rare pigment. Briarthorn, Mageroyal, and Swiftthistle are low level, Bruiseweed and Stranglekelp are high level. Low level herbs yield an average of 0.5 pigments per mill, high level herbs yield an average of 1.			Inscription, Hunter's Ink
			Violet Pigment												
				Milled	Arthas' Tears, Blindweed, Firebloom, Ghost Mushroom, Gromsblood, Purple Lotus, Sungrass	~	Inscription	Inscription	FALSE	Phase 1	0	Common pigment. Arthas' Tears, Firebloom, Purple Lotus, and Sungrass are low level, Blindweed, Ghost Mushroom, and Gromsblood are high level. Low level herbs yield an average of 2.5 pigments per mill, high level herbs yield an average of 3.			Inscription, Celestial Ink
Jewelcrafting	Jewelcrafting	#F1C232													
			Ametrine												
				Prospected	Titanium Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 3	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Crafted	Transmute: Ametrine	~	~	Alchemy	FALSE	Phase 3	0	20 hour cooldown. Alchemists specialized in Transmutation create 20% extra. Requires 1 Eternal Shadow and 1 Monarch Topaz			Elemental, Eternal Shadow; Jewelcrafting, Monarch Topaz
				Drop	Ashen Sack of Gems	~	Onyxia's Lair	Group	FALSE	Phase 3?	0	Contains between 1 and 3 epic gems of various colours.	67.2, 30.9		
				Crafted	Icy Prism	~	~	Jewelcrafting	FALSE	Phase 3	0	20 hour cooldown. Requires one each of Frozen Orb, Chalcedony, Shadow Crystal, and Dark Jade. Note it won't drop epic gems until they are available from other sources. Drop chance is really bad at around 1.7% for each epic gem, or 8.5% for any one.			Other, Frozen Orb; Jewelcrafting, Chalcedony; Jewelcrafting, Shadow Crystal; Jewelcrafting, Dark Jade
			Autumn's Glow												
				Prospected	Cobalt Ore, Titanium Ore, Saronite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Crafted	Icy Prism	~	~	Jewelcrafting	FALSE	Phase 1	0	20 hour cooldown. Requires one each of Frozen Orb, Chalcedony, Shadow Crystal, and Dark Jade. Contains 2.6 rare gems of random colours, plus a 10% chance for a Dragon's Eye and rarely epic gems when they become available.			Other, Frozen Orb; Jewelcrafting, Chalcedony; Jewelcrafting, Shadow Crystal; Jewelcrafting, Dark Jade
				Container	Titanium Lockbox	~	~	Lockpicking	FALSE	Phase 1	0	Very much worth cracking!			
				Container	Tiny Titanium Lockbox	~	~	Lockpicking	FALSE	Phase 1	0	Contained in Bag of Fishing Treasures from the fishing daily.			
				Container	Cache of the Ley-Guardian	14.49, 58.46	~	Group	FALSE	Phase 1?	0	So funny story. The Oculus is so unpopular that in order to make people not instantly leave when it comes in dungeon finder, you get an extra bag with really good rewards if it is selected as your random dungeon. You need to personally loot it off the final chest. With random dungeon finder not coming to the game, it is unclear whether this item will be available.			
			Bloodstone												
				Prospected	Cobalt Ore, Titanium Ore, Saronite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Mined	Any ore node	~	Any	Mining	FALSE	Phase 1	2	While odds aren't great at all (8% for a particular gem on Rich Saronite and Titanium nodes, not worth the bother elsewhere), it's a lovely bonus while mining to prospect.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Container	Titanium Lockbox	~	~	Lockpicking	FALSE	Phase 1	0	Very much worth cracking!			
				Mined	Ormorok the Tree-Shaper	14.49, 58.46	The Nexus	Mining, Group	FALSE	Phase 1	0	While late on the usual route, could be tackled early.	56.2, 72.7		
				Mined	Krystallus	56.18, 15.91	Halls of Stone	Mining, Group	TRUE	Phase 1	0	Usually tackled early. His section also features two Saronite nodes, making him not a horrible farm.	40.1, 60.4		
				Mined	Forge Construct	57.61, 14.28	Ulduar: Base Camp	Mining, Group	TRUE	Phase 2	0	Requires defeating the early bosses to access and being in a raid, so you get what you get.			
			Cardinal Ruby												
				Prospected	Titanium Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 3	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Crafted	Transmute: Cardinal Ruby	~	~	Alchemy	FALSE	Phase 3	0	20 hour cooldown. Alchemists specialized in Transmutation create 20% extra. Requires 1 Eternal Fire and 1 Scarlet Ruby			Elemental, Eternal Fire; Jewelcrafting, Scarlet Ruby
				Drop	Ashen Sack of Gems	~	Onyxia's Lair	Group	FALSE	Phase 3?	0	Contains between 1 and 3 epic gems of various colours.	67.2, 30.9		
				Crafted	Icy Prism	~	~	Jewelcrafting	FALSE	Phase 3	0	20 hour cooldown. Requires one each of Frozen Orb, Chalcedony, Shadow Crystal, and Dark Jade. Note it won't drop epic gems until they are available from other sources. Drop chance is really bad at around 1.7% for each epic gem, or 8.5% for any one.			Other, Frozen Orb; Jewelcrafting, Chalcedony; Jewelcrafting, Shadow Crystal; Jewelcrafting, Dark Jade
			Chalcedony												
				Prospected	Cobalt Ore, Titanium Ore, Saronite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Mined	Any ore node	~	Any	Mining	FALSE	Phase 1	2	While odds aren't great at all (8% for a particular gem on Rich Saronite and Titanium nodes, not worth the bother elsewhere), it's a lovely bonus while mining to prospect.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Container	Titanium Lockbox	~	~	Lockpicking	FALSE	Phase 1	0	Very much worth cracking!			
				Mined	Ormorok the Tree-Shaper	14.49, 58.46	The Nexus	Mining, Group	FALSE	Phase 1	0	While late on the usual route, could be tackled early.	56.2, 72.7		
				Mined	Krystallus	56.18, 15.91	Halls of Stone	Mining, Group	TRUE	Phase 1	0	Usually tackled early. His section also features two Saronite nodes, making him not a horrible farm.	40.1, 60.4		
				Mined	Forge Construct	57.61, 14.28	Ulduar: Base Camp	Mining, Group	TRUE	Phase 2	0	Requires defeating the early bosses to access and being in a raid, so you get what you get.			
			Dark Jade												
				Prospected	Cobalt Ore, Titanium Ore, Saronite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Mined	Any ore node	~	Any	Mining	FALSE	Phase 1	2	While odds aren't great at all (8% for a particular gem on Rich Saronite and Titanium nodes, not worth the bother elsewhere), it's a lovely bonus while mining to prospect.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Container	Titanium Lockbox	~	~	Lockpicking	FALSE	Phase 1	0	Very much worth cracking!			
				Mined	Ormorok the Tree-Shaper	14.49, 58.46	The Nexus	Mining, Group	FALSE	Phase 1	0	While late on the usual route, could be tackled early.	56.2, 72.7		
				Mined	Krystallus	56.18, 15.91	Halls of Stone	Mining, Group	TRUE	Phase 1	0	Usually tackled early. His section also features two Saronite nodes, making him not a horrible farm.	40.1, 60.4		
				Mined	Forge Construct	57.61, 14.28	Ulduar: Base Camp	Mining, Group	TRUE	Phase 2	0	Requires defeating the early bosses to access and being in a raid, so you get what you get.			
			Dragon's Eye												
				Sold	Tiffany Cartier	49.59, 42.85	Dalaran	Jewelcrafting	FALSE	Phase 1	0	Can be purchased for Dalaran Jewelcrafter's Token, which is awarded for doing the jewelcrafting daily from Tiffany. You may also repair Damaged Necklaces, which are random drops throughout Northrend, or hand in 10 Titanium Powder, though the latter may be available only later on.	40.6 34.6		
				Crafted	Icy Prism	~	~	Jewelcrafting	FALSE	Phase 3	0	20 hour cooldown. Requires one each of Frozen Orb, Chalcedony, Shadow Crystal, and Dark Jade. Contains 2.6 rare gems of random colours, plus a 10% chance for a Dragon's Eye and rarely epic gems when they become available.			
			Dreadstone												
				Prospected	Titanium Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 3	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Crafted	Transmute: Dreadstone	~	~	Alchemy	FALSE	Phase 3	0	20 hour cooldown. Alchemists specialized in Transmutation create 20% extra. Requires 1 Eternal Shadow and 1 Twilight Opal			Elemental, Eternal Shadow; Jewelcrafting, Twilight Opal
				Drop	Ashen Sack of Gems	~	Onyxia's Lair	Group	FALSE	Phase 3?	0	Contains between 1 and 3 epic gems of various colours.	67.2, 30.9		
				Crafted	Icy Prism	~	~	Jewelcrafting	FALSE	Phase 3	0	20 hour cooldown. Requires one each of Frozen Orb, Chalcedony, Shadow Crystal, and Dark Jade. Note it won't drop epic gems until they are available from other sources. Drop chance is really bad at around 1.7% for each epic gem, or 8.5% for any one.			Other, Frozen Orb; Jewelcrafting, Chalcedony; Jewelcrafting, Shadow Crystal; Jewelcrafting, Dark Jade
			Earthsiege Diamond												
				Crafted	Transmute: Earthsiege Diamond	~	~	Alchemy	FALSE	Phase 1	0	No cooldown. Given this and the cheap materials of a Dark Jade, a Huge Citrine, and an Eternal Fire, they should be readily available.			Jewelcrafting, Dark Jade; Jewelcrafting, Huge Citrine; Elemental, Eternal Fire
			Eye of Zul												
				Prospected	Titanium Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 3	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Crafted	Transmute: Eye of Zul	~	~	Alchemy	FALSE	Phase 3	0	20 hour cooldown. Alchemists specialized in Transmutation create 20% extra. Requires 3 Forest Emeralds.			Jewelcrafting, Forest Emerald
				Drop	Ashen Sack of Gems	~	Onyxia's Lair	Group	FALSE	Phase 3?	0	Contains between 1 and 3 epic gems of various colours.	67.2, 30.9		
				Crafted	Icy Prism	~	~	Jewelcrafting	FALSE	Phase 3	0	20 hour cooldown. Requires one each of Frozen Orb, Chalcedony, Shadow Crystal, and Dark Jade. Note it won't drop epic gems until they are available from other sources. Drop chance is really bad at around 1.7% for each epic gem, or 8.5% for any one.			Other, Frozen Orb; Jewelcrafting, Chalcedony; Jewelcrafting, Shadow Crystal; Jewelcrafting, Dark Jade
			Forest Emerald												
				Prospected	Cobalt Ore, Titanium Ore, Saronite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Crafted	Icy Prism	~	~	Jewelcrafting	FALSE	Phase 1	0	20 hour cooldown. Requires one each of Frozen Orb, Chalcedony, Shadow Crystal, and Dark Jade. Contains 2.6 rare gems of random colours, plus a 10% chance for a Dragon's Eye and rarely epic gems when they become available.			Other, Frozen Orb; Jewelcrafting, Chalcedony; Jewelcrafting, Shadow Crystal; Jewelcrafting, Dark Jade
				Container	Titanium Lockbox	~	~	Lockpicking	FALSE	Phase 1	0	Very much worth cracking!			
				Container	Tiny Titanium Lockbox	~	~	Lockpicking	FALSE	Phase 1	0	Contained in Bag of Fishing Treasures from the fishing daily.			
				Container	Cache of the Ley-Guardian	14.49, 58.46	~	Group	FALSE	Phase 1?	0	So funny story. The Oculus is so unpopular that in order to make people not instantly leave when it comes in dungeon finder, you get an extra bag with really good rewards if it is selected as your random dungeon. You need to personally loot it off the final chest. With random dungeon finder not coming to the game, it is unclear whether this item will be available.			
			Huge Citrine												
				Prospected	Cobalt Ore, Titanium Ore, Saronite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Mined	Any ore node	~	Any	Mining	FALSE	Phase 1	2	While odds aren't great at all (8% for a particular gem on Rich Saronite and Titanium nodes, not worth the bother elsewhere), it's a lovely bonus while mining to prospect.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Container	Titanium Lockbox	~	~	Lockpicking	FALSE	Phase 1	0	Very much worth cracking!			
				Mined	Ormorok the Tree-Shaper	14.49, 58.46	The Nexus	Mining, Group	FALSE	Phase 1	0	While late on the usual route, could be tackled early.	56.2, 72.7		
				Mined	Krystallus	56.18, 15.91	Halls of Stone	Mining, Group	TRUE	Phase 1	0	Usually tackled early. His section also features two Saronite nodes, making him not a horrible farm.	40.1, 60.4		
				Mined	Forge Construct	57.61, 14.28	Ulduar: Base Camp	Mining, Group	TRUE	Phase 2	0	Requires defeating the early bosses to access and being in a raid, so you get what you get.			
			King's Amber												
				Prospected	Titanium Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 3	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Crafted	Transmute: King's Amber	~	~	Alchemy	FALSE	Phase 3	0	20 hour cooldown. Alchemists specialized in Transmutation create 20% extra. Requires 1 Eternal Fire and 1 Autumn's Glow			Elemental, Eternal Life; Jewelcrafting, Autumn's Glow
				Drop	Ashen Sack of Gems	~	Onyxia's Lair	Group	FALSE	Phase 3?	0	Contains between 1 and 3 epic gems of various colours.	67.2, 30.9		
				Crafted	Icy Prism	~	~	Jewelcrafting	FALSE	Phase 3	0	20 hour cooldown. Requires one each of Frozen Orb, Chalcedony, Shadow Crystal, and Dark Jade. Note it won't drop epic gems until they are available from other sources. Drop chance is really bad at around 1.7% for each epic gem, or 8.5% for any one.			Other, Frozen Orb; Jewelcrafting, Chalcedony; Jewelcrafting, Shadow Crystal; Jewelcrafting, Dark Jade
			Majestic Zircon												
				Prospected	Titanium Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 3	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Crafted	Transmute: Majestic Zircon	~	~	Alchemy	FALSE	Phase 3	0	20 hour cooldown. Alchemists specialized in Transmutation create 20% extra. Requires 1 Eternal Air and 1 Sky Sapphire			Elemental, Eternal Air; Jewelcrafting, Sky Sapphire
				Drop	Ashen Sack of Gems	~	Onyxia's Lair	Group	FALSE	Phase 3?	0	Contains between 1 and 3 epic gems of various colours.	67.2, 30.9		
				Crafted	Icy Prism	~	~	Jewelcrafting	FALSE	Phase 3	0	20 hour cooldown. Requires one each of Frozen Orb, Chalcedony, Shadow Crystal, and Dark Jade. Note it won't drop epic gems until they are available from other sources. Drop chance is really bad at around 1.7% for each epic gem, or 8.5% for any one.			Other, Frozen Orb; Jewelcrafting, Chalcedony; Jewelcrafting, Shadow Crystal; Jewelcrafting, Dark Jade
			Monarch Topaz												
				Prospected	Cobalt Ore, Titanium Ore, Saronite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Cobalt Ore; Metal, Saronite Ore; Metal, Titanium Ore
				Crafted	Icy Prism	~	~	Jewelcrafting	FALSE	Phase 1	0	20 hour cooldown. Requires one each of Frozen Orb, Chalcedony, Shadow Crystal, and Dark Jade. Contains 2.6 rare gems of random colours, plus a 10% chance for a Dragon's Eye and rarely epic gems when they become available.			Other, Frozen Orb; Jewelcrafting, Chalcedony; Jewelcrafting, Shadow Crystal; Jewelcrafting, Dark Jade
				Container	Titanium Lockbox	~	~	Lockpicking	FALSE	Phase 1	0	Very much worth cracking!			
